,release,name,real_name
1142,,,Ben Giderim Oduna (Yaşar)
1143,,,Ben Yarimi Gülün Dibinde Buldum
1144,,,Benim Saçım Uzun Olur Daranmaz
1145,,,Boz Bey Türküsü
1146,,,Bugün Günlerden Pazar
1147,,,Emirdağ Türküsü
1148,,,Emirdağı Derler Dağlar Ulusu
1149,,,Emmim Kızı
1150,,,Enginedir Deli Gönül Engine
1151,,,Entarine Peş Olam
1152,,,Erzurum'dan Çevirdiler Yolumu
1153,,,Esbap Serdim Sicime
1154,,,Ev Yaptırdım Çam Dalından (Rasime)
1155,,,Evim Kireç Dutmuyor
1156,,,Evlerinin Önü Bir Kötü Yokuş
1157,,,Evlerinin Önü Taşlık Değil Mi
1158,,,Ey Daş Delik Daş
1159,,,Fadime'mi Doru Tay'a Bindirdim
1160,,,Feracem De Dört Duvarda
1161,,,Gara Hüseyin Türküsü
1162,,,Gerali (Kara Ali) Türküleri
1163,,,Gorunun Annacı Gumalar Dağı
1164,,,Gülsüm Kızın Kolları
1165,,,Harman Yeri Yaş Yeri
1166,,,Hatçam Çıkmış Gül Dalına
1167,,,Haydi Güzelim Kundurana Tek Tek Bas
1168,,,Haydin Güzelim At Olur Da Depmez Mi
1169,,,Hendekli Tarlaya (Gon Gon)
1170,,,Hezin Hezin Gir Kapıdan 1
1171,,,Hezin Hezin Gir Kapıdan 2
1172,,,Koca Mustafa Türküleri 1
1173,,,Koca Mustafa Türküleri 2
1174,,,Koca Mustafa Türküleri 3
1175,,,Koca Mustafa Türküleri 4
1176,,,Koca Mustafa Türküleri 5
1177,,,Koca Mustafa Türküleri 6
1178,,,Köprünün Altı Pınar
1179,,,Mapushane Dedikleri
1180,,,Merdivenin Başındayım
1181,,,Mezar Arasında Harman Olur Mu 1
1182,,,Mezar Arasında Harman Olur Mu 2
1183,,,Molla Ahmet Türküsü
1184,,,Nazilli'nin Hanları
1185,,,Öte Yakanın Buludu
1186,,,Sahan Sahan Höşmerim
1187,,,Salih De Ata Biner
1188,,,Sandıklı Yolunda Buldum On Para
1189,,,Sarı Ahmet (Ahmet Ahmet Diye)
1190,,,Sarı Çamın Ayazı
1191,2003-10-31,Behna Adare,Adare
1192,1999-08-06,Bablekan,Bablekan
1193,,,Çari Yar
1194,,,Girti
1195,1999-08-06,Helin,Helin
1196,,,Newalo
1197,2003-10-31,Ax Rehşan,Rehsan
1198,1999-08-06,Va Ave,Va Ave
1199,1999-08-06,Zer Mircan,Zer Mircan
1202,2009-02-02,Blood Crusaders,Blood Crusaders
1212,1996-08-01,Guerrillas,Guerrillas
1219,,,Adiloş Bebe
1220,,,Akşam Erken İner Mahpushaneye
1221,,,Anadolu (Beşikler Vermişim)
1222,,,Ay Karanlık (Maviye Çalar)
1223,,,De Be Aslan Karam
1224,,,Gün Ola (Alnındaki Yaradan)
1225,1989-02-17,Hasretinden Prangalar Eskittim,Hasretinden Prangalar Eskittim
1226,,,Maviye Çalar Gözlerin
1227,,,Oy Havar (Yangınlar)
1228,,,Suskun (Rüya Bütün Çektiğimiz)
1229,,,Suskun (Sus Kimseler Duymasın)
1230,,,Ali Haydar
1231,,,Aşkın Şarabı
1232,2015-12-18,Bağışla Sevdiğim,Bağışla Sevdiğim
1233,,,Birlik Zamani Dersim
1234,,,Çirtika
1235,2007-12-10,Dağlı Bir Kabiledir Aşk,Dağlı Bir Kabiledir Aşk
1236,2015-12-18,Dermanın Olayım,Dermanın Olayım
1237,,,Dilsizdir Dilsiz Benim Acılarım
1238,,,Düzgün Baba
1239,2015-12-18,Geberiyorum,Geberiyorum
1240,2015-12-18,Giresun'un İçinde,Giresun'un İçinde
1242,2015-12-18,Bir Daha (Hakikatten Uzak Kaçarsan),Hakikatten Uzak Uzak Kaçarsan
1243,,,Harput'un Düzlüğü
1244,2015-01-22,Az Çok,Az Çok
1245,,,Benim Hikayem
1246,2017-04-24,Bugün Böyle,Bugün Böyle
1247,2013,Cennet,Cennet
1248,,,Deli Kız
1249,2013,Dön Gel,Dön Gel
1250,,,Özledim
1251,,,Sevemedim Senin Kadar
1252,,,Tuzak
1253,,,Unuturum Diye Yorma Kendini
1254,,,Yalan Da Olsa
1255,,,Yaralar Beni Bu Aşk
1256,,,"(Potbori) Fabrika Kızı, Cama Çıkma, Fabrika Önü"
1257,2016-11-14,Acı Ninni,Acı Ninni
1258,1985,Acılara Tutunmak,Acılara Tutunmak
1259,2001-06-22,Ada Sahilleri,Ada Sahilleri
1260,1990-09-20,Kod Adı Bahtiyar,Adı Bahtiyar
1261,2016-12-16,Adı Yılmaz,Adı Yılmaz
1262,2010-10-25,Ağladıkça,Ağladıkça
1263,2010-10-25,Ağlama Bebeğim,Ağlama Bebeğim
1264,2016-11-14,Ah!..,Ah
1265,,,Ah Ulan Rıza
1266,2006-12-01,Aklanacak Dünya,Aklanacak Dünya
1267,2001-06-22,Al Öfkemi,Al Öfkemi
1268,1987,Alnında Dağ Ateşi,Alnında Dağ Ateşi
1269,1989,Amanın Minnoş,Amanın Minnoş
1270,,,Amenna (Yaşayanlar Bir Gün Ölür)
1271,1986,Metris'in Önünde,An Gelir
1272,1995-11-17,Arka Mahalle,Arka Mahalle
1273,2005-11-23,Arpa Orağa Geldi,Arpa Orağa Geldi
1274,1998-03-06,Ay Gidiyor,Ay Gidiyor
1275,,,Ay Karanlik
1276,1985,Aynı Daldaydık,Aynı Daldaydık
1277,1991,Ayrılığın Hediyesi,Ayrılığın Hediyesi
1278,,,Ayrılık Hediyesi
1279,,,Bacalar & Kara Toprak (Mamoş)
1280,1990-09-20,Kod Adı Bahtiyar,Bahtiyar
1281,2006-12-01,Bu Şiirin Kuralsız Son Sözü,Bu Şiirin Kuralsız Son Sözü
1282,1989,Bu Yalnızlık Benim,Bu Yalnızlık Benim
1283,1986,Büyüdün Bebeğim,Büyüdün Bebeğim
1284,1995-11-17,Can Yoldaşım,Can Yoldaşım
1285,,,Cinayet Gibi
1286,2016-11-14,Cinayet Saati,Cinayet Saati
1287,2006-12-01,Çağrı,Çağrı
1288,1989,Çek Mustafa Çek,Çek Mustafa
1289,,,Çiğdem Çiçek (Aylar Oldu)
1290,2003-11-14,Çilli Kedi,Çilli Kedi
1291,2003-11-14,Çökertme,Çökertme
1292,2003-11-14,Dağlarda Ölmek İsterim,Dağlarda Ölmek İsterim
1293,1990,Dardayım,Dardayım
1294,1990-09-20,Değirmen Başında Vurdular Beni,Değirmen Başında Vurdular Beni
1295,2016-12-16,Demedim mi Haydar,Demedim Mi Haydar
1296,1988-08-01,Denizin Ardı Özgürlük,Denizin Ardı Özgürlük
1297,1993-04-01,Derin Bir Ah Çektim,Derin Bir Ah Çektim
1298,1989,Dersim Dört Dağ İçinde,Dersim Dört Dağ İçinde
1299,2001-06-22,Diyarbakır Hasreti,Diyarbakır Hasreti
1300,2016-12-16,Diyarbakır Türküsü,Diyarbakır Türküsü
1301,1990-09-20,Doğum Günü,Doğum Günü
1302,1992,İçimde Ölen Biri,Dokunma Yanarsın
1303,1990,Doruklara Sevdalandım,Doruklara Sevdalandım
1304,1986-11-26,Öyle Bir Yerdeyim ki,Dost
1305,1998-03-06,Dost,Dost Düşmana Karşı
1306,1987,Hani Benim Gençliğim,Hani Benim Gençliğim
1307,1986,Haramiler,Haramiler
1308,1991,Hasretinden Prangalar Eskittim,Hasretinden Prangalar Eskittim
1309,1986,Haydi Git,Haydi Git
1310,1990,Hep Sonradan,Hep Sonradan
1311,1988-08-01,Herkes Kendi İşine,Herkes Kendi İşine
1312,,,Hey Göklere
1313,,,Hiçbir Şeyimsin
1314,,,Hikayemiz (Bir Güneşti)
1315,2001-06-22,Yakarım Geceleri,Hoşçakalın Gözüm
1316,,,İçerden Çıkacak Birazdan Adam
1317,,,İçimde Ölen Biri Var
1318,1989,Evlerinin Önü,İyimser Bir Gül
1319,2016-11-14,Jilet Yiyen Kız,Jilet Yiyen Kız
1320,2014-03-03,Kaçak ve Anne,Kaçak ve Anne
1321,2016-12-16,Kaçakçı Kurban,Kaçakçı Kurban
1322,1985,Kadınlar,Kadınlar
1323,,,Kafama Sıkar Giderim
1324,,,Kalan Kalır (Vur Sırtına)
1325,1985,Kara Yazı,Kara Yazı
1326,1989,Kara Yılan,Kara Yılan
1327,1997-02-19,Karanlıkta,Karanlıkta
1328,1990,Karar Vermek Zor,Karar Vermek Zor
1329,2016-12-16,Kardelenler Açınca,Kardelenler Açınca
1330,,,Karlı Dağlar (Ilgaz Dağlarında)
1331,1985,Neden,Neden
1332,2003-11-14,Nenni Bebek,Nenni Bebek
1333,1998-03-06,Nereden Bileceksiniz,Nereden Bileceksiniz
1334,1992,Nevroz Ateşi,Nevroz Ateşi
1335,1986,Neyleyim,Neyleyim
1336,2003-11-14,Niye Böyle Anne,Niye Böyle Anne
1337,1991,O Vahşi At,O Vahşi At
1338,1989,Odam Kireçtir Benim,Odam Kireçtir Benim
1339,2018-03-28,Olmasaydı Sonumuz Böyle (Ahmet Kaya Cover),Olmasaydı Sonumuz Böyle
1340,,,Ortadoğu
1341,2003-11-14,Oy Benim Canım,Oy Benim Canım
1342,1991,Oy Havar,Oy Havar
1343,,,Oy Lili
1344,1994-05-05,Ölüm Dörtlüğü,Ölüm Dörtlüğü
1345,1990-09-20,Ölürem Kardaş,Ölürem Kardaş
1346,1989,Önce Dişlerimiz Döküldü/Lili Marlen,Önce Dişlerimiz Döküldü
1347,1986-11-26,Öyle Bir Yerdeyim ki,Öyle Bir Yerdeyim Ki
1348,1994-05-05,Özgür Çağrı,Özgür Çağrı
1349,2016-11-14,Rinna Rinnan Nay,Rinna Rinnan Nay
1351,2010-10-25,Saza Niye Gelmedin,Saza Niye Gelmedin
1352,1986,Sel Dağ,Sel Dağ
1353,2003-11-14,Selam Ederim Halkıma,Selam Ederim Halkıma
1354,,,Sen Benim Hiçbir Şeyimsin
1355,2016-11-14,Sen İnsansın,Sen İnsansın
1356,1997-02-19,Turuncu Gemi,Turuncu Gemi
1357,2016-11-14,Tut ki Gecedir,Tut ki Gecedir
1358,1986,Tutuşur Dizelerim,Tutuşur Dizelerim
1359,1988-08-01,Uçun Kuşlar Uçun,Uçun Kuşlar Uçun
1360,1985,Uğurlar Ola,Uğurlar Ola
1361,,,Uy Havar
1362,1986,Üşür Ölüm Bile,Üşür Ölüm Bile
1363,1997-02-19,Yakamoz,Yakamoz
1364,2001-06-22,Yakarım Geceleri,Yakarım Geceleri
1365,1994-05-05,Yalan da Olsa,Yalan da Olsa
1366,1993-04-01,Yalancı Ayrılık,Yalancı Ayrılık
1367,1991,Yangın Gecesi,Yangın Gecesi
1368,,,Açık Bırak Pencereni
1369,,,Açılır Gonca Gül Yar
1370,,,Ağlar Gezerim
1371,2003-12-19,Ah Le Yar,Ah Le Yar
1372,,,Akşam Oldu Hüzünlendim
1373,2016-04-18,Akşamın Olduğu Yerde Bekle Diyorsun Gelmiyorsun,Akşamın Olduğu Yerde
1374,1981-05-06,Aldırma Gönül,Aldırma Gönül
1375,2013-06-11,Alemi Sen Kendinin Kulu Kölesi Sanma,Alemi Sen Kendinin Kulu Kölesi Sanma
1376,,,Alemler Nura Gark Oldu
1377,1982-12-29,Alın Yazımsın,Alın Yazımsın
1378,,,Anarken Biz Maziyi
1379,2002-11-13,Artık Bu Solan Bahçede,Artık Bu Solan Bahçede
1380,,,Aşılamaz
1382,2018-06-03,At Kadehi Elinden,At Kadehi Elinden
1383,,,Avare Gönül
1384,,,Ay Yüzlü
1385,1987-03-04,Ayrılık Var Çıkan Falda,Ayrılık Var Çıkan Falda
1386,1981-05-06,Ayrılık Yaman Kelime,Ayrılık Yaman Kelime
1387,,,Aytılık Ümitlerin Ötesinde Bir Şehir
1388,2002-11-13,Bak Yeşil Yeşil,Bak Yeşil Yeşil
1389,2003-12-19,Ben Seni Unutamam,Ben Seni Unutamam
1390,2010-07-30,Ben Seni Unutmak icin Sevmedim,Ben Seni Unutmak İçin Sevmedim
1391,1987-03-04,Beterin Beteri Var,Beterin Beteri Var
1392,1987-03-04,Bin Hüzün Çöktü Yine,Bin Hüzün Çöktü Yine
1393,2013-06-11,Ey Gönül Bakma Cihâne,Ey Gönül Bakma Cihane
1395,1981-05-06,Geceler Gariplerindir,Geceler
1396,,,Geceler Gariplendirir
1397,1988-03-17,Gel De Bitir,Gel
1398,,,Gelin Birlik Olalım
1399,2003-12-19,Gizli Aşk,Gizli Aşk
1400,,,Gönlüm Seher Yeli Gibi
1402,2017-05-19,Hak Bir Gönül,Gönül
1403,1987-03-04,Gönül Hasta,Gönül Hasta
1404,2003-08-22,Göreceksin,Göreceksin
1405,,,Gül Olsam Yar Sümbül Olsam
1406,,,Gülü Susuz Seni Aşksız Bırakmam
1407,1987-03-04,Gülünce Gözlerinin İçi Gülüyor,Gülünce Gözlerinin İçi Gülüyor
1408,2003-12-19,Günlerdir İçime Çöktü Ayrılık,Günlerdir İçime Çöktü Ayrılık
1409,1981-05-06,Hastayım Yalnızım,Hastayım Yalnızım
1410,,,Her Gece Yollarda
1411,,,Her Şeklinde Güzelsin
1412,,,Her Şey Sen'den
1413,,,Hülyalarımdaki Dünya
1414,1984-06-17,Hüzün,Hüzün
1415,,,Hüzünlü Gurbet
1416,2003-12-19,İkinci Bahar,İkinci Bahar
1417,2003-12-19,İmkansız,İmkansiz
1418,,,Saymadım Kaç Yıl Oldu Sen Ellerin Olalı
1419,,,Sen Mevsimler Gibisin
1420,1987-03-04,Sen Olmasaydın Eğer,Sen Olmasaydın
1421,2013-06-11,Senden Gelir Cevr-ü Cefa,Senden Gelir Cevr
1422,2013-06-11,Senden Meded Senden Meded,Senden Meded Senden Meded
1423,2002-11-13,Seni Aşksız Bırakmam,Seni Aşksız Bırakmam
1424,,,Seni Ne Çok Sevdiğimi Söylesem De Bilemezsin
1425,1981-05-06,Sevgilim Dinle,Sevgilim
1426,1988-03-17,Sonbahar Vurgunu,Sonbahar Vurgunu
1427,1981-05-06,Söyleme Bilmesinler,Söyleme Bilmesinler
1428,1981-05-06,Söyleyemem Derdimi Kimseye,Söyleyemem Derdimi Kimseye
1429,2013-06-11,Şehitlerin Serçeşmesi,Şehitlerin Serçeşmesi
1430,2005-05-27,Şimdi Yeni Şeyler Söylemek Lazım,Şimdi Yeni Seyler Söylemek Lazım
1431,2003-12-19,Tek Kurşun,Tek Kurşun
1432,2004-04-09,Adam Gibi,Adam Gibi
1433,2016-12-15,Afilli Berduş,Afilli Berduş
1434,2004-04-09,Ağlama Yar,Ağlama Yar
1435,2004-04-09,Ah Be Yar,Ah Be Yar
1436,2005-11-18,Alaturka,Alaturka
1437,,,Alıcı Kuşlar
1438,1999-11-12,Ali Osman,Ali Osman
1439,2016-09-02,Ali Veli Selami,Ali Veli Selami
1440,2015-05-15,Almanyada Bir Güzeli Sevdim,Almanyada Bir Güzeli Sevdim
1441,2007-03-22,Annelere Ninni,Annelere Ninni
1442,,,Anneme Söyle
1443,2005-11-18,Aşk Bizdedir,Aşk Bizdedir
1444,,,Aşk Militanı
1445,2016-09-02,Aşk Ve Vatan,Aşk Ve Vatan
1446,2012-06-21,Aşk Yaşındasın Yaşını Deme,Aşk Yaşındasın Yaşını Deme
1447,,,Ay Yıldız Kolye
1448,2016-09-02,Azerbeycan,Azerbeycan
1449,2004-04-09,Babamı Özledim,Babamı Özledim
1450,2007-10-19,Bağımda Üzüm Kaldı,Bağımda Üzüm Kaldı
1451,2018-02-09,Beklemesinler,Beklemesinler
1452,2007-03-22,Ben Hala Nöbetlerdeyim,Ben Hala Nöbetlerdeyim
1453,2007-10-19,Ben Yürürüm Yane Yane,Ben Yürürüm Yane Yane
1454,1999-11-12,Beni Ellere Sorma,Beni Ellere Sorma
1455,2016-09-02,Beyler Bu Vatan Size Neyledi,Beyler Bu Vatan Size Neyledi
1456,2007-10-19,Bir Of Çeksem,Bir Of Çeksem
1457,2007-10-19,Kalenin İçinde Bir Taş Olaydım,Kalenin İçinde Bir Taş Olaydım
1458,2007-03-22,Kan Uykusu,Kan Uykusu
1459,2008-10-31,Karabağ,Karabağ
1460,2005-11-18,Karadeniz Koçaklaması,Karadeniz Koçaklaması
1461,2016-09-02,Karagile,Karagile
1462,2008-10-31,Karagül,Karagül
1463,2013-11-26,Kavim Kardaş,Kavim Kardaş
1464,2016-12-15,Kesme Ümidini,Kesme Ümidini
1465,2016-09-02,Kırmızı Başlıklı Kız,Kırmızı Başlıklı Kız
1466,1999-11-12,Kırmızı - Beyaz Yarim,Kırmızı Beyaz Yarim
1467,2015-05-15,Kıymetlim,Kıymetlim
1468,2007-10-19,Kiziroğlu,Kiziroğlu
1469,2007-03-22,Kozan Dağı,Kozan Dağı
1470,2004-04-09,Köroğlu,Köroğlu
1471,2007-10-19,Küçelere Su Serpmişem,Küçelere Su Serpmişem
1472,2004-04-09,Lal,Lal
1473,2016-09-02,Manolya Akşamı,Manolya Akşamı
1474,2004-04-09,Mavişim,Mavişim
1475,2015-05-15,Mecburiyet Caddesi,Mecburiyet Caddesi
1476,2012-06-21,Memleket Delisi,Memleket Delisi
1477,2013-11-26,Memleket Meselesi,Memleket Meselesi
1478,2008-10-31,Muska,Muska
1479,2007-03-22,Nerdeydin,Nerdeydin
1480,,,Nevada Semey
1481,2005-11-18,Oğul,Oğul
1482,2016-09-02,Ulukışla Ağıdı,Ulukışla Ağıdı
1483,,,Unut Onu
1484,,,Unutma Beni
1485,2004-04-09,Usta,Usta
1486,2008-10-31,Varmısın,Varmısın
1487,2013-11-26,Vatan Gözlüm,Vatan Gözlüm
1488,2008-10-31,Vay Delikanlı Gönlüm,Vay Delikanlı Gönlüm
1489,1999-11-12,Vefasız,Vefasız
1490,2007-03-22,Yahu Senin Nen Ağladı,Yahu Senin Nen Ağladı
1491,2008-10-31,Yalnız Kurt,Yalnız Kurt
1492,,,Ah Agop Ah Bana Sor (Ft. İntizar)
1493,,,Alışırsın (Ft. Recep Aktuğ)
1494,,,Asilik Ruhumuzda (Ft. Fatih Kısaparmak)
1495,,,Aşk Bende Kaldı (Ft. Emrah Samet)
1496,,,Aşkımızın Şakası Yok (Ft. Baha)
1497,2000-04-28,Ayrılıkların Şairi,Ayrılıkların Şairi
1498,1987-02-04,Bak Bir Erkek Ağlıyor,Bak Bir Erkek Ağlıyor
1499,,,Bana Bunu Yapmayacaktın
1500,,,Ben Aşkı Ölümsüz Bilenlerdenim (Ft.  Ebru Yaşar)
1501,,,Ben En Çok İnsandan Korktum (Ft. İntizar)
1502,,,Ben Seni Asla (Ft. Baha)
1503,2011-01-28,Bir Adam Gidiyor (Sitem),Bir Adam Gidiyor – Sitem (Ozan Kavasoğulları)
1504,,,Bir Televole Masalı
1505,2000-04-28,Bu Şehir Ve Sen,Bu Şehir Ve Sen
1507,,,Geçen Yıl Bu Zamanlar (Ft. İntizar)
1508,2011-01-28,İşte Gidiyorsun (Ayrılık Kolyesi),Gidiyorsun
1509,2000-04-28,Gözlerin Kal Diyor!..,Gözlerin Kal Diyor
1510,,,Hatıran Yeter (Ft. Niran Ünsal)
1511,,,Hatırlar Mısın (Ft. Zara)
1512,,,Hesabıma Yaz (Ft. Metin Şentürk)
1513,2000-04-28,İkimiz Aynı Gün Doğmuşuz,İkimiz Aynı Gün Doğmuşuz
1514,2013-11-12,İsyanlardayım - İnanmadın,İnanmadın
1515,,,İsyanlardayım (Düet Hakan Aysev)
1516,,,Değme Felek
1517,,,Kız Ben Seni Vurmazmıyam
1518,,,Urfa Sana Küsmüş
1519,,,Urfalı Sevmiş
1520,,,30 Kupona Alınmadı Bu Vatan
1521,,,Askerler
1522,,,Bahçevanın Türküsü
1523,,,Başbuğ'a Mektup
1524,,,Başbuğumuz Türkeş'tir
1525,,,Bebeğim
1526,,,Bir Öldük Bin Dirildik
1527,,,Biz Geleceğiz
1528,,,Bizim Sevdamız
1529,2005-04-05,Cano - Şiir,Cano
1530,,,Çırpınırdı Karadeniz
1531,,,Deli Gibi Sevdalıyız Biz
1532,2005-04-05,Firar Geceleri - Şiir,Firar Geceleri
1533,,,Gecenin Bir Yarısında
1534,,,Güzel Ölüm
1535,,,İnsanlar
1536,2018-05-25,Murderess,K
1538,2018-05-25,Murderess,K
1539,2018-05-25,Murderess,K
1540,2018-05-25,Murderess,K
1541,2018-05-25,Murderess,K
1542,2018-05-25,Murderess,K
1543,2018-05-25,Murderess,K
1544,2018-05-25,Murderess,K
1545,2018-05-25,Murderess,K
1546,2018-05-25,Murderess,K
1547,2018-05-25,Murderess,K
1548,2018-05-25,Murderess,K
1549,2018-05-25,Murderess,K
1550,2018-05-25,Murderess,K
1552,2018-05-25,Murderess,K
1553,2018-05-25,Murderess,K
1554,2018-05-25,Murderess,K
1555,2018-05-25,Murderess,K
1556,2018-05-25,Murderess,K
1557,2018-05-25,Murderess,K
1558,2018-05-25,Murderess,K
1559,2018-05-25,Murderess,K
1560,2018-05-25,Murderess,K
1562,2018-05-25,Murderess,K
1563,2018-05-25,Murderess,K
1565,2018-05-25,Murderess,K
1566,2018-05-25,Murderess,K
1567,2018-05-25,Murderess,K
1568,2018-05-25,Murderess,K
1569,2018-05-25,Murderess,K
1571,2018-05-25,Murderess,K
1573,2018-05-25,Murderess,K
1575,2018-05-25,Murderess,K
1576,2018-05-25,Murderess,K
1577,,,Ağlaman Görülmesin
1578,1998-05-15,Ana Öğüdü,Ana Öğüdü
1579,1998-05-15,Bir Yarım Özgürlük,Bir Yarım Özgürlük
1580,1998-05-15,Dere Akar Bulanık,Dere Akar Bulanık
1581,1998-05-15,Gitme,Gitme
1582,1998-05-15,Haydar Haydar,Haydar Haydar
1583,1998-05-15,Gülümcan,Hüznün Kolları
1584,1998-05-15,Sarı Gelin,Sarı Gelin
1585,1998-05-15,Ufka Verdim Gözlerimi,Ufka Verdim Gözlerimi
1586,,,1+1=1
1588,,,Acapella (Şok(!) Röportajlar)
1589,2016-01-13,Açılır Bilincin,Açılır Bilincin
1590,,,Ağlayan Gözler
1591,,,Alışamadım
1592,,,Alo
1593,2013,Ankaradayız,Ankaradayız
1594,,,Ankaradayız (ft. Red & Keişan& Anıl Piyancı)
1595,,,"Ankaradayiz (Ft. Keişan, Anıl Piyancı, Red)"
1596,,,Anla (Ft. Keişan)
1597,,,Arrabezk
1598,,,Asi Melodi
1599,,,Ateşi Yak (Ft. Aga B)
1600,,,Ay Işığına Bezenmiş Aşk
1602,,,Bana da Bi Fırt
1604,,,Beklentiler
1605,,,Ben Ft(abkountry)
1606,,,Bombok
1607,,,Bonnie Clyde (Ft. Ogi)
1608,,,Bu Şarkıdan Sonra
1609,,,Burası Ankara
1610,,,Deme Boşver
1611,,,Nefret
1612,,,Niyet Hiphop
1613,,,Noly
1614,,,O Zaman Nasılsın
1615,2013,Pamuk Eller Cebe,Pamuk Eller Cebe
1616,,,Pelesenk (Feat. Aga B)
1618,,,Safkan
1619,,,SBAG (ft. Aga B & Funk'd Up & Dj)
1620,2013,Sekiz 2,Sekiz
1621,2014-05-05,365 Gün,365 Gün
1622,1977,A mes amours,A Mes Amours
1623,1991,Affetmem Seni,Affetmem Seni
1624,2014-05-05,Ağlama Anne,Ağlama Anne
1625,2013-02-28,Ağlama Yarim,Ağlama Yarim
1626,1985,Ah! Fatma,Ah! Fatma
1627,1975,Al Beni,Al Beni
1628,,,Alışmak Sevmekten Daha Zor Geliyor
1629,2006-07-14,Amazon,Amazon
1630,2002-03-15,Anlamadım Gitti,Anlamadım Gitti
1631,2013-11-21,Ara Sıcak,Ara Sıcak
1632,2011-07-01,Arada Sırada,Arada Sırada
1633,2011-07-01,Asla,Asla
1634,1975,Aşk Budur,Aşk Budur
1635,1991,Aşk Oyun Değil,Aşk Oyun Değil
1636,2013-02-28,Aşk Oyunu,Aşk Oyunu
1637,2014-05-05,Aşka İnanma,Aşka İnanma
1638,2014-05-05,"Atlı Karınca ""Dünya Dönüyor""",Atlı Karınca
1639,2013-02-28,Ay Doğarken,Ay Doğarken
1640,2013-06-25,Ayıpsın Ayıp,Ayıpsın Ayıp
1641,2008-07-16,Aynen Öyle,Aynen Öyle
1642,2016-06-03,Ayrılık Ateşi,Ayrılık Ateşi
1643,1975,Babylone Babylone,"Babylone, Babylone"
1644,2013-02-28,Baksana Talihe,Baksana Talihe
1645,1998-04-24,Bambaşka Biri,Bambaşka Biri
1646,2014-05-05,Bitsin Bu Sevda,Bitsin Bu Sevda
1648,2014-01-21,Boş Vermişim Dünyaya,Boş Vermişim Dünyaya
1649,1991-09-10,Bu Bahar,Bu Bahar
1650,,,Bu Gece
1651,2014-05-05,Bu Ne Biçim Hayat,Bu Ne Biçim Hayat
1653,1978-10-19,Combien je t'aime,Combien Je T'aime
1654,2006-06-02,Cool Kadın,Cool Kadın
1655,,,Cumartesi (ft. Sinan Akçıl)
1656,2013-02-28,Çapkın,Çapkın
1657,1993,Çapkın Satıcı,Çapkın Satıcı
1658,2013-02-28,Daha Neler,Daha Neler
1659,2014-05-05,Deliyiz Biz,Deliyiz Biz
1660,1993,Dert Bende Derman Sende,Dert Bende
1661,2014-05-05,Dert Ortağım,Dert Ortağım
1662,1991,Dertliyim Arkadaş,Dertliyim Arkadaş
1663,1998-04-24,Dile Kolay,Dile Kolay
1664,1990-02-14,Dinlemelisin Beni,Dinlemelisin Beni
1665,1990-02-14,"Doğru mu, Değil mi?",Doğru mu Değil mi
1666,,,Döneceksin
1667,2013-02-28,Dönmem Sana,Dönmem Sana
1668,1991-09-10,Dönüyorum,Dönüyorum
1669,1969,Durdurun Şu Zamanı,Durdurun Şu Zamanı
1670,,,Göz Göz Değdi Bana
1671,,,Gözün Aydın
1672,2014-05-05,Gül Dostum Gül,Gül Dostum Gül
1673,1983,Güneş Yorgun,Güneş Yorgun
1674,2011-07-01,Hadi Gel,Hadi Gel
1675,2014-05-05,Hancı,Hancı
1676,2004,Hançer,Hançer
1677,1974,Haram Olsun Bu Aşk Sana,Haram Olsun Bu Aşk Sana
1678,,,Hatıradan Hatıraya
1679,1983,Hatırlar Mısın,Hatırlar Mısın
1680,,,Hayat Bayram Olsa
1681,1991-09-10,Haydi Durma,Haydi Durma
1682,1990-02-14,Hayırdır İnşallah,Hayırdır İnşallah
1684,,,Hep Böyle Canayakın
1685,2008-07-16,Hepimiz Yaptık,Hepimiz Yaptık
1686,2013-02-28,Hepsi Boş,Hepsi Boş
1688,1998-04-24,Her Yerde Kar Var,Her Yerde Kar Var
1689,1983,Herşeye Değersin,Herşeye Değersin
1690,2014,Heves,Heves
1691,,,Hiç Bir Şey Eskisi Gibi Olamaz
1692,1993,Kimler Geldi Kimler Geçti,Hoşgör Sen
1694,2013-02-28,İçiyorum,İçiyorum
1695,2014-05-05,Korkusuzum,Korkusuzum
1696,1978-10-19,Le jardin d'orient,Le Jardin D'Orient
1697,,,Le Roi Du Petrole
1698,,,Loin De Nous Je T'aime
1700,,,Méditerrané
1701,1976-01-18,Mediterranee,Mediterranée
1702,,,Mediterráneo
1703,2013-02-28,Mesut Ol Sen,Mesut Ol Sen
1704,1991,Mihrabım Diyerek,Mihrabım Diyerek
1705,2013-02-28,Moda Yolunda,Moda Yolunda
1706,,,Mon C�ur Est Comme Ça
1707,2006-06-02,Mucize,Mucize
1708,2014-05-05,Mutlu Bütün Şarkılar,Mutlu Bütün Şarkılar
1709,1993,Nasılsın İyi Misin,Nasılsın İyi misin
1710,1990-02-14,Ne Günler,Ne Günler
1711,1969,Ne Tadı Var Bu Dünyanın,Ne Tadı Var Bu Dünyanın
1712,1976,Ne Varsa Bende Var,Ne Varsa Bende Var
1713,1998-04-24,O Benim Dünyam,O Benim Dünyam
1714,1993,Olanlar Oldu Bana,Olanlar Oldu Bana
1716,2013-02-28,Olmadı Gitti,Olmadı Gitti
1717,,,Olsam
1718,2013-02-28,Olsun Varsın,Olsun Varsın
