,artist,title,album,text
379,İbrahim Tatlıses,Veremli Kız,,Penceresi siyah perde Zavallı kız düşmüş derde Doğru söyle anneciğim Yatılır mı kara yerde  Doktor hergün gelir gider Bunu herkes merak eder Zavallı kız verem olmuş Yaprak dökümünü bekler..   
380,İbrahim Tatlıses,Vur Gitsin,Mervekader,Benden sevgi değil canımı istesen Boynum kıldan ince vur gitsin beni Ömrüm hep kış oldu bahar ne gezer Soldu çiçeklerim kır gitsin beni Soldu çiçeklerim yol gitsin beni  Kimler bırakıpta beni terk etmedi ki Sende bir kenara at gitsin beni Her gelen yakıpta kavurdu beni Savur küllerimi yak gitsin beni  Felekle kaderim bir oldu vurdu Sende yerden yere vur gitsin beni Yanıma yaklaşma dertle doluyum Sende uzaklardan sev gitsin beni  Kimler bırakıpta beni terk etmedi ki Sende bir kenara at gitsin beni Her gelen yakıpta kavurdu beni Savur küllerimi yak gitsin beni!   
381,İbrahim Tatlıses,Welleh Te Nagrim,,welleh  te  nagrim   bawote   nastinim. wellehte  nagrimdayete  nastinim. derde  heviye   welleh  nakşinim    derde   heviye   welleh  nakşinim. jinete  çare. be  dosta  yare  jinate  biraçiye welleh  nakşinim. derde  heviye   welleh  nakşinim. jinete  didiye  çavetebirçiye. wellehte  nagrim   dayete   nakşinim.   
382,İbrahim Tatlıses,Yağmur Duası,deli sevda,"Vefasız bir talihim  Dermansız bir derdim var  Sanki bunlar yetmezmiş gibi  Birde yardan zulum var    Nasıl yanmam nasıl ağlamam  Hergün içip nasıl kahrolmam  Yağmur duasımı ettin giderken gözlerime  Yoksa gözlerimde yaşın ne işi vardı    Ne yaptım sana ne ettimse ben benden gittim  Yoksa saçımda beyazın ne işi vardı  Bana ümit vermeseydin, terkedipde gitmeseydin  Seni böyle sevmeseydim,  Dermansız dertlerin bende ne işi vardı    Bu hayatın kahrını çekemiyorum artık  Ne sevgiye ne kadere inanmıyorum artık   "
383,İbrahim Tatlıses,Yağmurla Gelen Kadın,Yağmurla Gelen Kadın,"Yağmurlu bir gündü sokaklar bomboş  Gözlerim pencerede bekledim sabaha kadar  Söyle sevgili söyle bu aşkın sonu nereye kadar    Yağmurlu bir gündü sana rastlamıştım  Seni gördüğüm o gün aşkka ıslanmıştım  İyi hatırlıyorum kendimi o gece  Sokak lanması gibi bir sönüp bir yanmıştım  Yağmur duası gibi sana yalvarıyorum   Bir damla yağ üstüme yanıp tutuşuyorum  Yeter Allah aşkına kör kütük aşık oldum    Aç kapıyı vefasız yağmurdan adam oldum  Aç kapıyı bitanem yağmurdan adam oldum    Yağmurla gelen kadın herşey seninle başladı  Seni seven kalbimin ritmi çok yavaşladı  Ne bilirdim sevdayı ne de aşık olmayı  Aşktan firar ederken meşk beni yakaladı    eval(ez_write_tag([[300,250],'alternatifim_com-box-4','ezslot_0']));  [ reklamı gizle   hide ads ]  Yağmur duası gibi sana yalvarıyorum  Bir damla yağ üstüme yanıp tutuşuyorum  Yeter Allah aşkına kör kütük aşık oldum    Aç kapıyı vefasız yağmurdan adam oldum  Aç kapıyı bitanem yağmurdan adam oldum    Ben ömrümde hiç bu kadar ıslanmadım  Ben ömrümde hiç bu kadar aşık olmadım  Oysa ben ne savaşlar gördüm   Ben ömrümde hiç bu kadar yaralanmadım    Yağmur duası gibi sana yalvarıyorum  Bir damla yağ üstüme yanıp tutuşuyorum  Yeter Allah aşkına kör kütük aşık oldum    Aç kapıyı vefasız yağmurdan adam oldum  Aç kapıyı bitanem yağmurdan adam oldum   "
384,İbrahim Tatlıses,Yakamoz,,Yağmur yağar ıslanırsın vay aman Güneş doğar kurumazsın vay aman Ay ışığı der durursun vay aman Yakamozsun sen [2]  Sessiz sessiz ağlar gibisin vay aman Güneş doğdu gideceksin vay aman Bırak ay gitsin sen kal bu gece vay aman Umudumsun sen [3]  Sessiz sessiz ağlar gibisin vay aman Bırak ay gitsin sen kal bu gece vay aman...   
385,İbrahim Tatlıses,Yalan,,Şu koskoca dünya alem İçindeki neşe elem Yazımızı yazan kalem Anladımki hepsi yalan Yalan yalan yalan yalan  Şu yaşama hevesinin İnsanların cümlesinin Aldığımız nefeslerin Anladımki hepsi yalan yalan Hayat rüya dünya yalan yalan      
386,İbrahim Tatlıses,Yalan Dünya,,"Yalan dünya sana sesleniyorum artık, Hiç birşeyinden zevk almıyorum dolaştıkca, Bağrımda bulamıyorum al bu dünyadan,  Yarab yalvarıyorum dert sayanım derdim. Artar eksilmez sabır teselliden müjde. Getirmez bir kaderim var belli değişmez,  Al bu dünyadan yarab yalvarıyorum, Bir kaderim var belli değişmez a Tamamini Göster....l bu dünyadan. Yarab yalvarıyorum yalan dünya sana.     "
387,İbrahim Tatlıses,Yalanmış,,Hani büyük aşklar asla bitmezmiş bitmezmiş bitmezmiş Bunu kim demişse yalan söylemiş söylemiş söylemiş Böyle sevda çeken garip ölmezmiş ölmezmiş ölmezmiş Ben öldümya demek hersey yalanmış yalanmış yalanmış Ben öldümya demek hersey yalanmış yalanmiş yalanmış  Bırakıp gitmesi nede kolaymış kolaymış kolaymış Aşkım canım bitanemler alaymış alaymış alaymış İki gözü iki çeşme boşaymış boşaymış boşaymış Seviyorum diyen diller yalanmış yalanmış yalanmış  Seviyorum diyen diller yalanmış yalanmış yalanmış Hani ben olmadan asla olmazmış olmazmış olmazmış Sırtımdan vurmazmış beni satmazmış satmazmış satmazmış  Beni saran insan değil yılanmış yılanmış yılanmış Ne kadınlar sevdim hepsi yalanmış yalanmış yalanmış Ne kadınlar sevdim hepsi yalanmış dolanmış yılanmış   
388,İbrahim Tatlıses,Yallah Şoför,,Yallah şoför yallah ne beklisen  Yüreğimde kan eklisen  Hiç Allah'tan korkmisan  Beni yolda bırakisen  Yallah şoför yallah apar(götür) beni    Yallah şoför yallah apar beni  Kerküçeye götür beni  Yarimin gözü yoldadır  Evleri çay üstündedir  Yallah şoför yallah apar(götür) beni    Yallah şoför yallah yolda durma  Bir saat yolu beşte bitirme  Ayağın hızdan kaldırma  Geceyi üstüme getirme  Yallah şoför yallah apar(götür) beni   
389,İbrahim Tatlıses,Yetiş Sevgilim,,Özleminle yok oldu Karardı gecelerim Sönmüş yıldızlar gibiyim Tükendi ümitlerim  Bu ne kahreden yangın Bu ne zamansız gidiş Çıldırmak üzereyim Yetiş sevgilim yetiş  Bu ne yalancı sevda Bu ne anlamsız bitiş Can vermek üzereyim Yetiş sevgilim yetiş  Hasret...hasret bitsin...hasret      
390,İbrahim Tatlıses,Yetiş Ya Muhammed Yetiş Ya Ali,Selam olsun,İnsanı insandan ayırıyorlar  Bu sizden bu bizden kayırıyorlar  Dört kitap ne diyor anlamıyorlar  Ortalık karıştı düzen bozuldu  Yetiş ya Muhammed yetiş ya Ali   Yolumuz düştü Haci Bektaş'a  Kaderde olan gelirmiş başa  Can düşman olmuş kardaş kardaşa  Yetiş ya Muhammed yetiş ya Ali   Anaya babaya saygı kalmamış      
391,İbrahim Tatlıses,Yetmezmi,,Aşk alevim yüz tutmuyor sönmeyen Yangınıma bir damla su düşmedi Mutlu günü hep çok gördün gönlüme Sana ben bir ömür verdim Yetmez mi?  Feryat ettim sesim duyan olmadı Hiç kimseye gönlüm böyle yanmadı Neyim varsa aldın gözün doymadı Bir kuru can borcum kaldı Yetmez mi?  Yetmez mi? Kurşun oldun her gece beni vurdun Ne aradın ne de sordun Yetmez mi? Yetmez mi? Hançer oldun her gece beni vurdun Ne arayıp ne de sordun Yetmez mi?   
392,İbrahim Tatlıses,Yıkılırım Ellerimi Bırakma,deli sevda,"Yakan yakmış beni birde sen yakma yıkılırım ellerimi bırakma  hergünüm hasretin canım hergünüm hüzün ne gecem gecedir canım ne de gündüzüm ne gecem gecedir nede gündüzüm zorla gülünürmü canım gülmüyor yüzüm  yakan yakmış beni birde sen yakma yıkılırım ellerimi bırakma  düz yolum dağlardan aşıran sensin benim şaşım, şaşım, şaşırtan sensin beni gözyaşına düşüren sensin beni gözyaşına canım düşüren sensin  yakan yakmış beni birde sen yakma yıkılırım ellerimi bırakma   "
393,İbrahim Tatlıses,Yıkılmışım Ben,,Sanki terk edilmiş bir viraneyim Her yanım dağılmış yıkılmışım ben Üstüne basılan taslar misali Paramparça olmuş dağılmışım ben  Çaresiz kalmışım gözlerim şaşkın çile rüzgarında savrulmuşum ben dertler derya olmus bende bir sandal Devrilip batmışım boğulmuşum ben  Tutunacak hiçbir dalım kalmadı Bir ağaç misali kurumuşum ben  Sanki bir köleyim sanki bir esir Yerlerden yerlere atılmışım ben  Çaresiz kalmışım gözlerim şaşkın Çile rüzgarında savrulmuşum ben Dertler derya olmuş bende bir sandal Devrilip batmışım boğulmuşum ben   
394,İbrahim Tatlıses,Yıktın Beni,,Dostum deyip sırrımı açtım Sende zalim çıktın gönül Yoluna ömrümü adadım İhanetin neydi gönül  Toprak oldum yollarında Muradın oldum bağrında Canan oldum da canında Yıktın beni hain gönül  Dertden yana beni sattın Köle ettin zincir taktın Özge yarik ele verdim Yolun sonu oldun gönül vay   
395,İbrahim Tatlıses,Yoğurt Koydum Dolaba,,Yoğurt koydum dolaba ellere vay Yoğurt koydum dolaba ellere vay Bugün başım kalaba Bugün başım kalaba ellere vay Bugün başım kalaba Bugün başım kalaba ellere vay Seni doğuran ana ellere vay Seni doğuran ana ellere vay Olsun bana kaynana Olsun bana kaynana ellere vay Olsun bana kaynana Olsun bana kaynana ellere vay Ellere hanım canım ellere vay Ellere hanım canım ellere vay Giymiş pembe şalvarı Sallanır saçakları yerlere vay Giymiş pembe şalvarı Sallanır saçakları yerlere vay Kalaylı tas yoğurdu ellere vay Kalaylı tas yoğurdu ellere vay Seni kimler doğurdu Seni kimler doğurdu ellere vay Seni kimler doğurdu Seni kimler doğurdu ellere vay Seni doğuran ana ellere vay Seni doğuran ana ellere vay Bal ilen mi yoğurdu     
396,İbrahim Tatlıses,Yok Yok,ahmtkck,"Ağaç idim dal ettiler  İpek idim şal ettiler  Altın idim kul etiler  Kulumu sayan sayana    Yok yok doyamadım  Yok yok doyamadım  Çok güzeller gördüm amma  Bir tek sana doyamadım    Ateş idim köz ettiler  Yüreğimi buz ettiler    eval(ez_write_tag([[300,250],'alternatifim_com-box-4','ezslot_0']));  [ reklamı gizle   hide ads ]Otuz idim yüz ettiler  Yaşımı sayan sayana    Yok yok doyamadım  Yok yok doyamadım  Çok güzeller gördüm amma  Bir tek sana doyamadım    Kral idim kul ettiler  Sarayımı han ettiler  Kurda kuşa yem ettiler  Lokmamı sayan sayana   "
397,İbrahim Tatlıses,Yol Ver Dağlar,ahmtkck,basi duman pare pare  yol ver daglar yol ver bana  gonlum gitmek ister yare  yol ver daglar yol ver bana    omrumun uzun yolu  cekip gitsem yare dogru  gozlerim yas dolu dolu  yol ver daglar yol ver bana    asik olmak benim karim  cok aradim nazli yarim  dudu dilim sitem karim  yol ver daglar yol ver bana    karli dagarda esmedim  ben o yare hic kusmedim  daha umudumu kesmedim  yol ver daglar yol ver bana        [ reklamı gizle   hide ads ]basi duman pare pare  yol ver daglar yol ver bana  gonlum gitmek ister yare  yol ver daglar yol ver bana    omrumun uzun yolu  cekip gitsem yare dogru  gozlerim yas dolu dolu  yol ver daglar yol ver bana    asik olmak benim karim  cok aradim nazli yarim  dudu dilim sitem karim  yol ver daglar yol ver bana    karli dagarda esmedim  ben o yare hic kusmedim  daha umudumu kesmedim  yol ver daglar yol ver bana   
398,Candan Erçetin,Ada Sahillerinde Bekliyorum,Aman Doktor,"Ah, ada sahillerinde bekliyorum Her zaman yollarını gözlüyorum  Seni senden güzelim istiyorum Beni şad et Şadiye başım için  Nerede o mis gibi leylaklar Sararıp solmak üzere yapraklar Bana mesken olunca topraklar Beni yad et güzelim başın için  Adalardan modalara geçilir  Yar  elinden zehir olsa içilir  Bu dünyada başa gelen çekilir  Beni şad et şadiye başın için    "
399,Candan Erçetin,Ağlıyor Musun?,Melek,"Aceleci adımlar ve   Mutsuz tavırlar  Ne bu halin canım   Seni bir üzen mi var    Kiminin cazip hali   Kiminde alkol tesiri  Gününü gün ettin ama   Geçici hepsi    Ağlıyor musun     Kendin ettin   Kendin buldun   Bilmiyor musun    Ağlıyor musun       eval(ez_write_tag([[300,250],'alternatifim_com-box-4','ezslot_0']));  [ reklamı gizle   hide ads ]Elinin kınası değil bu   Görmüyor musun    Her büyük sevda   Tuzağa düşer  Ben affetsem   Aşk affetmez   Anlıyor musun    Acınası bakışlar ve   Huysuz cevaplar  Ne sanmıştın canım   Bunu hoş gören mi var    Kimisi endam sahibi   Kimi zaten yer etmedi  Sen çok eğlendin   Ama canıma yetti   "
400,Candan Erçetin,Aklım Almıyor,Elbette,Nereye kadar sürsün Sen söyle ben sustum bundan böyle  Buraya kadar geldim Sen gezdin ben bezdim işte böyle  Ne çıkar uslansan ne çıkar Ne olur yaslansan omzuma   Kim ölür kim kalır arkaya Üzülür yanarsın karışmam     
401,Candan Erçetin,Al Elimi Kara Sevda,Hazırım,"Yolcusu oluvermişim kendimin  Düşüvermişim ardıma  Bu göç benim kaderim  Beklemem ne zaman çıkar karsıma  Nerede uyur o ateş  Yanacakmışım yanarım  Dar gelir bedenim ruhuma,  Aranır durur ne yapsam da  Avunmaz ah boşuna  Ver elini kara gece  Ver elini kara yel  Ver elini kara sevda  Al elimi kara gece  Al elimi kara yel  Al elimi kara sevda    "
402,Candan Erçetin,Aman Doktor,Aman Doktor,"Aman doktor canım kuzum doktor  Derdime bir çare Çaresiz dertlere düştüm  Doktor bana bir çare   Mendilimin yeşili aman aman  Ben kaybettim eşimi Al bu mendil sende sende dursun  Sil gözünün yaşını   Αμάν, δεν μου λέτε πού είναι αυτός ο ντόκτορ  Που  ντόκτορ,cγιατρεύει τις πληγές, α  Που γιατρεύει τις πληγές, "
403,Candan Erçetin,Anlatma Sakın,Neden,Bana anlatma sakın Riske girseydin eğer Yola çıksaydın eğer Neler yapardın neler  Bana anlatma sakın Yelken açsaydın eğer Özgür olsaydın eğer Neler yapardın neler  Sen iskeleye bağlı Fırtnalardan yoksun  Tatlı rüzgara razı  Ben açık denizdeyim  Deniz bu belli olmaz Huyunu seveyim   
404,Candan Erçetin,Annem,Elbette,"Hani eski zaman masalları anlatır  Hüznümü huzura dolarsın  Kaşım gözümden çok içim bir parçan  Annem sen benim yanıma kalansın    Hani bir biblon vardı kırdığım  Üstüne ne kırgınlıklar yaşadın  Ama bil ki ben de parçalandım  Annem ben senin yanına kalanım    Annem annem  Sen üzülme  Sözlerin hep   Yüreğimde    Annem annem  Gel üzülme  Ben hala senin  Dizlerinde    Uzayan sohbet gecelerinde    eval(ez_write_tag([[300,250],'alternatifim_com-box-4','ezslot_0']));  [ reklamı gizle   hide ads ]Rolleri unutur dost oluruz  Bizi bağlayan bu kan değil yalnız  Annem biz birbirimize kalanız    Ben kararlı uçarken yolumda  Sen çatık kaşlarının altında  Her yeni güne sevgiyle başlarsın  Annem sen benim yanıma kalansın    Annem annem  Sen üzülme  Sözlerin hep   Yüreğimde    Annem annem  Gel üzülme  Bu gönül hala dizlerinde    Annem annem   Sen üzülme   Sözlerin hep yüreğimde   "
405,Candan Erçetin,Arada Bir,Elbette,Arada bir bir yanım Kaçsam diyor uzağa Katsam diyor önüme Canımı yorganımı  Arada bir bir yanım Düşsem diyor tuzağa Geçsem dünyanın derdini Varsam cennetime diyor  Ama o öbür yanım var ya öbür yanım Amman öbür yanım korkak diğer yarım  
406,Candan Erçetin,Aşkı Ne Sandın,Çapkın,Söyle nerden öğrendin  Yalan yanlış sevmeyi  Nasıl oldu becerdin  Bu kadar toy kalmayı  Sen miydin yılmayan  Sen miydin doymayan  Sen miydin kahraman  Sen aşkı kimbilir ne sandın  Vazgeç desem dilim varmaz  Suç sende desem canım yanmaz  Ah etme ahın tutmaz  Dilin dursa gözün durmaz  Söz verme sözün yetmez  Gözden düşen geriye dönmez  Başıboş hayaller kurma  Aşk nerde ölür haberin olmaz   
407,Candan Erçetin,Avant De Nous Dire Adieu,Chante Hier,Faisons l'amour avant de nous dire adieu Faisons l'amour puisque c'est fini nous deux Faisons l'amour comme si c'était la première fois Encore une fois toi et moi puisque l'amour s'en va  Je peux tout te pardonner Et faire semblant d'oublier Je veux bien fermer les yeux Et faire tout ce que tu veux Je veux bien te partager Et ne veux te supplier Mais reste encore  
408,Candan Erçetin,Bahane,Melek,Ben özlemedim ki seni kedi özledi Çağır onu gelsin diye bana kedi söyledi  Çok severmişsin onu  Doyamaz öpermişsin Sarılıp uyurmuşsun  Nasıl özlemesin ki seni  Oda çok severmiş hani  Derdinde yanındaymış Sevincinde o da mutlu  Sen özlemedin mi onu      
409,Candan Erçetin,Bahar,Kırık Kalpler Durağında,Sen bana müjde misin umut musun sevgili Kim demiş geçti mevsim ufukta göründü kar Bu kaçıncı bahar sakın sorma sevgili Benim yorgun gönlümde aşkının telaşı var Bu kaçıncı bahar sakın sorma sevgili Benim olgun gönlümde aşkının telaşı var  Bahar geldiğinde mi ben böyle olurum Yoksa böyle olduğumda mı gelir bahar Ayrıca bunun seninle ne ilgisi var Tabii ki ben böyle olduğum için bahar Çünkü sana değdiğinden beri ellerim Bütün kış dallarında tomurcuklar var  Sen bana vaat misin lütuf musun sevgili Kim ne derse desin al beni sinene sar Yaşanmış baharları unut gitsin sevgili Benim gönül ülkemde bir tek senin aşkın var Yaşanmış baharları unut gitsin sevgili Benim yorgun gönlümde bir tek senin aşkın var   
410,Candan Erçetin,Bak Bir Varmış Bir Yokmuş (C'est Ecrit Dans Le Cie,Aranjman,"Que je doıs te rencontrer  Et que je doıs t'adorer  Que je vıvraıs que pour toı  Et que tu peux croıre en moı    Tu m'offrıraıs des bıjoux  Tu les prendraıs n'ımporte où  Et j' auraıs la televısıon  Un beau manteau de vıson    İşte bir sabah erken masal böyle başlamış  Delikanlı genç kıza iskelede rastlamış  Bakışmışlar göz göze gören kimse olmamış  Fakat denizde dalga oynamaya başlamış    eval(ez_write_tag([[300,250],'alternatifim_com-box-4','ezslot_1']));  [ reklamı gizle   hide ads ]  Bak bir varmış bir yokmuş eski günlerde  Tatlı bir kız yaşarmış boğaziçi'nde    Nous vıvrons jusqu'a cent ans  Nous aurons beaucoup d'enfants  Quatre fılles et troıs garçons  C'est la fın de la chanson    Sı cette chanson vous va  Chantez la tous avec moı  Dıtes la pıanıssımo  Et maıntenant fortıssımo   "
411,Candan Erçetin,Bana Güven,Elbette,Sen hey sen  En son giden  Sen sen olmayacaksın  Bana güven istersen   Ne canım böyle yanıp coşacak  Ne bu mevsim hep kış kalacak  Yeniden bulacak birini bu kalp bulacak  O da gitse son olmayacak bana güven istersen   Aynı deftere aynı deftere isimler yazacak ellerim  Yanınıza sevgililer yeni sevgililer seçecek geceler bilirim  Zor gelecek çok zor gelecek bazen dostlarım bile  En son sevdiğin son sevdiğin ben olmayacağım bana güven   Yaz ortasında için bir anda ürperecek  Bir gülecek bir küseceksin ama geçecek  Aşk kendini aşk bizleri zar zor temize çekecek  Senin de boynu bükük bir defterin olacak bir gün   
412,Candan Erçetin,Beklemeden,Milyonlarca Kuştuk,Sevdin mi beklemeden seveceksin Beni sevmiyor diye üzülmeyeceksin Verdin mi hesap tutmadan vereceksin Geri alır mıyım diye düşünmeyeceksin  Gittin mi beklemeden gideceksin Bitmiş bir aşkı ihanetle sürdürmeyeceksin Geldin mi özlediğin için geleceksin Özlenmediysen eğer gücenmeyeceksin  İşte ancak o zaman anlamlıdır yaşamak Çünkü bir tek o zaman mutlu olacaksın     
413,Candan Erçetin,Ben Böyleyim,Neden,Üzgünüm acı sözlerim için Üzgünüm seni kırdığım için Haklısın bana darılsan bile Beni terketsen bile Ne yapayım ben böyleyim  Üzgünüm bütün olanlar için Üzgünüm mutlu yıllarım için Aşkımız şüphesiz olmalıydı Lekesiz olmalıydı Affedemem ben böyleyim  İster vur ister okşa İster tut ister yolla İster sev ister zorla Ben böyleyim   
414,Candan Erçetin,Ben Kimim,Kırık Kalpler Durağında,Az mıyım çok muyum Var mıyım yok muyum Ben neyim  Masal mıyım gerçek miyim  Kaç mıyım göç müyüm Hiç miyim suç muyum Ben kimim  İbret miyim cinnet miyim  Hiçlikler içinde kanayan yürek Yokluklar içinde savaşan beden Boşluklar içinde karışan zihin Güçlükler içinde değil miyim  Yoksa... Yoksa  Her ihanete akıl erdiren Her cehalete kılıf uyduran Her esarete fiyat biçtiren Sen değil de ben miyim  Geçimsizim bugünlerde Kimsesizim bu yerlerde Değersizim bu ellerde Çaresizim doğduğum yerde Gölgesizim her gün her yerde     
415,Candan Erçetin,Beni Böyle Sev,,"Beni böyle sev seveceksen  Olduğum gibi göreceksen  Girme gönlüme girme ömrüme  Ne dertliymiş bu diyeceksen    Sen dert nedir ne bilirsin   Sen gönlümde Kâbe sen meleksin  Sen herşeysin  Sen ümitlerimin tek kaynağı  Sen aşkın bence taa kendisisin     Sevme diyemem sev de diyemem  Sen de dertli ol diyemem    Beni böyle sev seveceksen   Kalbim senin gir gireceksen    eval(ez_write_tag([[300,250],'alternatifim_com-box-4','ezslot_1']));  [ reklamı gizle   hide ads ]Girme gönlüme girme ömrüme  Ne dertliymiş bu diyeceksen    Görmedin mi gözlerimde  Bir mahkumun en son arzusunu hasretini  Görmedin mi gözlerimde   Seni çılgın gibi sevdiğimi     İster sevgi ol istersen kin  İsterdim benim ol benim    Beni böyle sev seveceksen  Kalbim senin gir gireceksen  Girme ömrüme girme gönlüme  Ne dertliymiş bu diyeceksen   "
416,Candan Erçetin,Bensiz,Neden,"Mevsimler bensiz kalacak Sonbahar üzülür, dosttuk İlkbahar belli etmez, eminim Diğerleriyle sadece arkadaştık Sıcak demeden, soğuk demeden  Tanıdıklar bensiz kalacak Bazısı üzülür, dosttuk Bazısı belli etmez, eminim Diğerleriyle sadece arkadaştık Yakın demeden, uzak demeden      "
417,Candan Erçetin,Beyaz Atlım,Çapkın,"Arandım durdum yıllar boyunca  Döndüm baktım boşa geçmiş   Sensiz hayata  Harcanmış o hovarda gecelerde  Nerelerdeydin beyaz atlım  Bunca zaman  Beklenmedik bir anda  Çıktın karşıma  Tam hayal ettiğim aşkla  Kaşlar gözler  Bir bilsem ne gizler  O manalı sözler    eval(ez_write_tag([[300,250],'alternatifim_com-box-4','ezslot_1']));  [ reklamı gizle   hide ads ]Seni buldum ya  Eş dost görsün  Kem gözünden sakınsın  Hasetinden utansın  Beni buldun ya  Ağlardım aşk için, için için  Bir zamanlar, dertler bitti  Kim saklarmış seni, seni, seni  Kuytularda, işte geldin  Beni buldun ya, seni buldum ya  Beni buldun ya, buluştuk ya   "
418,Candan Erçetin,Bir Dalda İki Kiraz,Aman Doktor,"Σάλα σάλα, μες στη σάλα τα μιλήσαμε            Nα με πάρεις, να σε πάρω συμφωνήσαμε      Sala sala, mes sti sala ta milisame             Na me paris, na se paro simfonisame         Πότε μαύρα, πότε άσπρα, πότε κόκκινα          Tην καρδιά μου να ζητούσες θα στην έδινα      Pote mavra, pote aspra, pote kokina           Tin kardya mu na zituses tha stin edina        Bir dalda iki kiraz biri al biri beyaz    eval(ez_write_tag([[300,250],'alternatifim_com-box-4','ezslot_0']));  [ reklamı gizle   hide ads ]Eğer beni seversen mektubunu sıkça yaz    Sallasana sallasana mendilini   Akşam oldu göndersene sevdiğimi    Bir dalda iki ceviz aramız derya deniz  Sen orada ben burada ne bet kaldı ne beniz     Sallasana sallasana mendilini   Akşam oldu göndersene sevdiğimi   "
419,Candan Erçetin,Bir Sır Gibi,Hazırım,"Bu gece seninle gizlice  Buluşmak istiyorum  Dokun bana derin derin yudumla  Yavaş yavaş mmmmm kollarında  Belki bu özlem hiç bitmeyecek Belki de yarım kalacak içimde Bir sır gibi gizledim hislerimi  Sanki büyüledi beni sözlerin Sakın sorma çılgınım ben sana  Yaklaş yanıma, sevgilim dön bana  Belki bu özlem hiç bitmeyecek Belki de yarım kalacak içimde    "
420,Candan Erçetin,Bir Yangının Külünü,Melek,Gönül penceresinden Ansızın bakıp geçtin Bir yangının külünü Yeniden yakıp geçtin  Madem ki son şarkının  Kırık bir güftesiydim Niçin yarım bıraktın  Neden bırakıp gittin  Bir yangının külünü Yeniden yakıp geçtin  
421,Candan Erçetin,Bu Gece,hasankefeli,Bilemezsin aklımdan geçenleri  Bilemezsin kalbimden geçenleri   Anlamazsın anlatsam da nasılsa bu gece   Bulamazsın kaybolan ümitleri  Bulamazsın derdimin çaresini  İstesen de istesen de nasılsa bu gece   Sen yine iyisi mi çal söyle bildiğin gibi bu gece  Herkesin neşesi yerindeyken çal gönlünce  Laylara lara laralay lay lay laylara laralara lay  Eğlensin herkes gülsün bu gece       
422,Candan Erçetin,Bu Sabah,Melek,Bu sabah uyandım Sana ait eşyaları bir kutuya doldurdum Ve senden kalan izleri akan suyla yıkadım Bu sabah uyandım bu sabah senden ayrıldım  Bu sabah uyandım Bana ait hayalleri bir yüreğe hapsettim Ve benden kalan düşleri geçen zamana bıraktım Bu sabah uyandım bu sabah yeniden başladım  Ne ilk ne son bu sabah Ne çok öğrendi bu gönül ne ne çok söndü ne çok yandı Her defasında kanatlandı bu son sandı ama aldandı Boyun eğmedi bu gönül ne alıştı ne uslandı Bu gönül uyandı bu sabah yeniden başladı   
423,Candan Erçetin,Hayırsız,Neden,Yine mi gülmedi  şansım aşktan yana  Yok mu bu dünyada  Dört başı mamur bir sevda    Ben sabrılı aşık  Senin halin çapraşık  Ben kendimle barışık  Senin kafan hep karışık    Sana da günah bana da günah  Yeter artık uslan yoksa  Seni de sarar beni de sarar   
424,Candan Erçetin,Hayranım Sana,Çapkın,"Tanırım kendimi  Hiddetim taşar benim  Dalga dalga,  Hırçın hırçın  Tokat gibi vurur sözlerim  Yıpratır bedenini  Bilirim seni  Hüzün etrafı sarmışken  Sessiz kalırsın belli belirsiz  Ben bilirim seni  Acı bir tebessüm  Belli belirsiz bir tebessüm    eval(ez_write_tag([[300,250],'alternatifim_com-box-4','ezslot_0']));  [ reklamı gizle   hide ads ]Hayranım sana  Sabrına  Sakince karşımda durup  Meydan okuyan o tavrına  Varlığına  Korkmuyorum  Ruhumdaki fırtınada boğulmaktan  Karanlıkta yollarımı kaybetmekten  Biliyorum kurtarırsın beni sen  Işığım, deniz fenerim  Işığım, sana aşığım   "
425,Candan Erçetin,Hazırım,Hazırım,"Göz görür canımız çeker  Aşk olur canımız çıkar  Ömrümüz geçer bu yollarda  Dil vurur kanımız donar  El olur canımız yanar  Hangimiz döner bu yollardan  Anlasam büyüsem, faydasız  Hak versem sana  Karşıdan bakamam  Vız gelir acılar, böyleyim Bilenir arzum sana      "
426,Candan Erçetin,Her Aşk Bitermiş,Çapkın,"Aşk bu, Geliyorum demeden geliyor, Gitmiyor Unutmak Öğrenmekten daha çok zaman alıyor Bilgi ceza , bilgi suç Taşımak ağır Ben aşkı 100 metreden tanırım Yeni değil bu yalnızlık Ne sokaklar ne evler gördük İyi gelir ilk zamanlar yaşadıkça Biz öğrendik Her aşk bitermiş birgün bildim Her aşk bitermiş birgün öğretildim Gözüm aynı göz, ruhum eski Sözüm aynı söz, susmam yeni Günüm aynı gün, geceler eski Tenim aynı ten, üşüyorum şimdi   "
