,artist,title,album,text
0,Abdurrahman Delen,Marş,,"Edirne'den Kars'a tek yürek olduk  Bu vatan yolunda canla baş koyduk  İman ile meydanları doldurduk  Hepimizin bu ülke güzel Türkiye'm    Hepimiz bir fidanız güzel yurdumda  Zincirde bir halkayız barış yolundaKuzey, güney, doğu, batı Anadolu'da  Kardeşlik, barış bu vatan için  Barış, kardeşlik Türkiye'm için    Edirne'den Kars'a tek yürek olduk    eval(ez_write_tag([[300,250],'alternatifim_com-box-4','ezslot_0']));  [ reklamı gizle   hide ads ]Bu vatan yolunda canla baş koyduk  İman ile meydanları doldurduk Hepimizin bu ülke güzel Türkiye    Yarınlar için dimdik durma zamanı  Şimdi tek yürek can olma zamanı  Yürümek değil koşmak zamanı Kardeşlik, barış bu vatan için    Kim bölecekmiş bu güzel vatanı  Ecdadımdan emanettir her karış yanı  Bozalım içten, dıştan tüm oyunları  Hey benim güzel ülkem”   "
