,artist,title,album,text
45,Orhan Gencebay,Bozamazsın Beni Dünya,rujdi_18,"Sen ne kadar bozulsanda,  Bozamazsın beni dünya  Çirkinlikler kitabına,  Yazamazsın beni dünya   Yazılmam dünya,   Söz vermişim allah'ıma  Ortak olmam günahına,  Bir vefasız yâr uğruna ölemem dünya,  ne sevilmek,ne sevmek var,   ne insanlık,adalet var,  Uyamam ben düzenine,   Değişmem dünya,sen değiş dünya,  Yaratırken tanrım seni   Yaratığı en güzelini,      [ reklamı gizle   hide ads ]Paylaşmanın kıymetini,   Bilemedim,anlamadın bencilsin dünya,   şeytanda sen,melekte sen,  mahşerde,sen ahrette sen,   bu halinle en kötüden,çirkinsin dünya,  Ne sevilmek,ne sevmek var,  Ne insanlık adalet var,  Düzenine isyanım var,   değişmem dünya,  of of sen değiş dünya.    Bu şarkım aslında dünyaya değil   Bu güzel dünyayı bozmak isteyenleredir!   "
46,Orhan Gencebay,Bugün Senin Doğum Günün,Yargısız İnfaz,BUGÜN SENİN DOĞUM GÜNÜN  Bugün senin doğum günün  Sana dargın olamam ki  Şu gönlümü kırsan bile  Kıran sensin diyemem ki   Bugün senin doğum günün  Senden özür beklemem ki  En küçük bir ima ile  Moralini bozamam ki   Bugün senin doğum günün  Ben seni hiç üzemem ki  Mutlu mutsuz bir gün sensiz  Yaşıyorum diyemem ki  
47,Orhan Gencebay,Bulamadık Ki,Aşkı Ben Yaratmadım,"Hangi dala el attık da kurumadı ki  Hangi yare sevsin diye kul olmadık ki  Aylar yıllar geldi geçti fark edemedik  Gönlümüzce bir sevgili bulamadık ki  Aylar yıllar geldi geçti fark edemedik  Gönlümüzce bir sevgili saramadık ki    Felek bizde biz felekte kusur ararken  Talihe bak sırt çevirdi durup dururken  Bizde bu aşk, böyle talih, şu felek varken  Yediğimiz silleleri sayamadık ki  Bizde bu aşk, böyle talih, şu felek varken      [ reklamı gizle   hide ads ]Gönlümüzce bir sevgili, saramadık ki    Her silleden bir tecrübe bir fikir aldık  Bazen öyle gün gördük ki şaşırdık kaldık  Hakikatler yordu bizi hayale daldık  Hayalde de mutluluğu saramadık ki  Gerçeklerden biraz kaçıp rüyaya daldık  Rüyada da bir sevgili saramadık ki    Gönlümüzce bu aleme, doyamadık ki  Bulamadık ki   "
48,Orhan Gencebay,Bulunur,Gönül Dostu,Çeker gibi bakma hançeri kından Senin de canını yakan bulunur Senin de bir zalim gelir hakkından Sana da bir kurşun sıkan bulunur  Aşkımın ahıyla tutulur yakan Alıcı kuş kadar sürmez fiyakan Senin de gözünü yaşlı bırakan Senin de boynunu büken bulunur  Merhamet olmazsa kalp kiracında Tahtında kurtaramaz seni tacında Bir kara sevdanın darağacında Senin de ipini çeken bulunur   
49,Orhan Gencebay,Bunca Yıl Habersiz,Sarhoşun Biri,Bunca yıl habersiz yaşadım seninle Bugün de dün gibi dertlerimi dinle Yaşamak sen demek ölmek de seninle Bugün de dertlere ortak ol benimle  Hepimiz tanrıdan bir parça değil miyiz Hepimiz o eşsiz duygunun esiriyiz İşte ben hep böyle geceleri beklerim Yıllardır seninle aşkımda birleşirim  Gayesiz yaşanmaz ben ise yaşıyorum Ümitsiz olsa da seni çok seviyorum 
50,Orhan Gencebay,Dönmeyen Yıllar,Kördüğüm,Her zaman bakarken mavi sulara Maziyi hatırlar seni anarım Bir zaman dillere destan olmuştuk Saçlarım ağardı ona yanarım  Dön desem yıllara geri döner mi Rüzgarlar şarkımızı yine söyler mi Güneş mehtap yıldızlar şahidimizdi bizim Yalvarsam yıllara beni dinler mi  Ne yapsam şu gönlüm seni arıyor Yıllardır seninle sensiz yaşıyor Her zaman yüzüne gülen gözlerim Yılların ardından sana ağlıyor   
51,Orhan Gencebay,Duygu Karmaşası,,Şarkı enstrümantal olduğu için şarkı sözü bulunmamaktadır.   
52,Orhan Gencebay,Duymadın Ki,,Duymadın ki duymazdın ki duyamazdın ki Seni öyle sevmişim ki bilemezdin ki Gizlemeye mecburdum aşkımı senden İncilmekten korkuyordun söylemezdin ki  Duysan belki gülerdin belki dudak bükerdin Seviyordum ölüyordum diyemezdin ki söylemezdin ki  Aylar yıllar sensiz geçti geçiyor bilmeyeceksin ki Beni hiç bir zaman yazık sevmeyeceksin ki Sen mutluysan yeter bana ben de mutluyum Her gün her an her saniye senle doluyum  Tiryakiyim her derdine hasretlerine Ben sensizlikten mutlu olmam sen vurgunuyum     
53,Orhan Gencebay,Duyun Beni,Batsın Bu Dünya,Ağla gözlerim ağla zamanıdır Aşkımın şimdi son baharıdır Bu yağmur bu rüzgar bu fırtına Gönlümün isyanı feryadıdır  Ey sevgilim ey kaderim Ey bu dünya ümitlerim Duyun beni duyun beni  Beni benden siz çaldınız Simdi yalnız bıraktınız Verin beni verin beni  Ne baharda neşe Ne gözümde yaş kaldı Aşkın matemine sarin beni Alın beni  
54,Orhan Gencebay,Dünya Dönüyor,Cennet Gözlüm,"Sen ne dersen de,sen ne dersen de, Dünya dönüyor dönecek, Hayat sensizde sürecek, Bitecek acılar bu günler geçecek, Sen ne dersen de,  Yalan değil,yalan değil, Seni sevdiğim yalan değil, Kahrolduğum yalan değil, Duyarsam bir gün başka, Sevgili bulduğunu,yalan değil,  Artık kızmıyorum kaderime, Bıraktı beni kendime, Bahtın açık olsun,yolun açık olsun, Bırak beni halime,  Dünya dönüyor dönecek, Hayat sensizde sürecek, Bitecek acılar bu günler geçecek, Sen ne dersen de...      "
55,Orhan Gencebay,Dünya Dünya,Akma Gözlerimden,"Sevda bu kara sevda çok seviyorum Yanımda olsa bile hep özlüyorum Derdiyle, neşesiyle, gam kederiyle Dünya'yı aşkımıza benzetiyorum  Dünya dünya koca dünya sen ne güzelsin Hem bugünsün hem yarın durmaz dönersin Kimler geldi kimler geçti sen yine varsın Senin de sevdiğin mi var kimi beklersin  Geçtiğin bu yollardan hep geçeceksin Ektiğin sevgiyse aşk biçeceksin Zannetme dünya'nın hali başkadır Ne verdiysen onla yetineceksin  Dünya dünya koca dünya sen ne güzelsin Hem bugünsün hem de yarın durmaz dönersin Kimler geldi kimler geçti sen yine varsın Senin de sevdiğin mi var kimi beklersin   "
56,Orhan Gencebay,Efkar Bastı Gönlümü,Musalla Taşı,Efkar bastı gönlümü yine feryat ediyor  Senden gelen dert ile sana hitap ediyor  Sen açtın bu yarayı dermanını ver artık  Yıllardır bekliyorum geleceksen gel artık    Yeter yeter bu ayrılık yeter  Yeter yeter bu kadar naz yeter  Bende bir kalp taşıyorum sevdiğim yeter    Kalp kalbe karşı derler seviyorsan bilirsin  Vicdanını dinlersen merhamete gelirsin  Sen açtın bu yarayı dermanını ver artık  Yıllardır bekliyorum geleceksen gel artık           
57,Orhan Gencebay,El Hatırına,Beni Biraz Anlasaydın,Gel veda edelim böyle gidilmez Beraber yaşanan gün hatırına Düşman olmayalım dost olmadıksa Bir zaman tutuşan el hatırına  Belki bir yerlerde karşılaşırız Ayrı olsak bile selamlaşırız Kim bilir belki de biz barışırız Pişmanlıkla bakan göz hatırına  Bende mi kabahat sen de mi bilmem Ayrılık rüzgarı esti severken Bir veda busesi bırak giderken Hep adını anan dil hatırına  Belki bir yerlerde karşılaşırız Ayrı olsak bile selamlaşırız Kim bilir belki de biz barışırız Pişmanlıkla bakan göz hatırına   
58,Orhan Gencebay,Elhamdülillah,Beni Biraz Anlasaydın,Biz de canız insanız billah  Doyduk derde Elhamdülillah  Geçti yıllar geldi geriye  Ettiklerin günahtır vallah  Ne dedim de darıldın bana  Ben affetsem etmez Allah    Doyduk doyduk derde doyduk  Aşk dediler seni bulduk  Sevdik yandık Elhamdülillah    Doyduk doyduk aşka doyduk  Doyduk doyduk derde doyduk  Hamdık piştik Elhamdülillah  
59,Orhan Gencebay,Emaneti Alda Götür,,Bir şeyin daha kaldı Gidiyorken al da götür Bana verirken onu senindir demiştin Emaneti al da götür Acılar bana kalsın Mutluluklar senin olsun Belki çare bulurum Belki de unuturum Aşkını al da götür Emaneti al da götür Anılar darılacaklar Yerden yere vuracaklar Hüzün dolu bakan gözlerim Dokunsan ağlayacaklar Anılar darılacaklar Benden hesap soracaklar Bir idam mahkumu gibi Beni yargılayacaklar Emaneti al da götür  Sanki kalbim duramayacak     
60,Orhan Gencebay,Emrin Olur,Emrin Olur,"Emrin olur güzelim, Boynum sana kıldan ince, Ben gönlüne sığarım, Emret sen gir deyince,  Emrin olur.....  Sonum olur kollarında başkasını görünce, Ölürüm Ölürüm dayanamam sen beni terkedince, Yaşarım yaşarım hayat güzel sevince sevince,  Emrin olur.....     "
61,Orhan Gencebay,En Büyük Dert,Aşkı Ben Yaratmadım,"Sanma sakın şu dünyada bir sen dertlisin Dertsiz olan ömrü gönül bence neylesin En büyük dert, dertlerin bitmesidir Sen benim dertlerimin en güzelisin  Bir nefeslik ömrüm kalsa Ecelim aşkından olsa Sen benim şu dünyamdaki En güzel dertsin, tek sevdiğimsin  Her acıda bir tecrübe bir gaye vardır Her şey gibi derdin çoğu ömre zarardır Seviyorsan bir karar ver vakit geçmeden Viran olan gönlün kime ne hayrı vardır  Bir nefeslik ömrüm kalsa Ecelim aşkından olsa Sen yine şu dertlerimin En güzelisin, tek sevdiğimsin   "
62,Orhan Gencebay,En Büyük Duygu,Beni Biraz Anlasaydın,En büyük duyguya en büyük aşka  Sonunda elleri neden güldürüp gittin  Gözümde güneştin gönlümde mabed  Baktığım güneşi birden söndürüp gittin      Sen açtın sen kapat gel bu sayfayı  Öldür içimdeki kara sevdayı  Ben sensiz bilemem mutlu olmayı  Beni mutsuzluğa terkedip gittin    
63,Orhan Gencebay,En Büyük Sır,Hatasız Kul Olmaz,En büyük sır daha bilinmeyendir En güzel söz henüz söylenmeyendir Aşığın dertlisi ızdırap çekip Benim gibi sevip sevilmeyendir  Ey benim gönlüme sığmayan sevgilim Açıldı ellerim ümit semada Sen doğduğun günden beri gönlüm belada Sen benimsin geceleri ancak rüyamda Benim hülyamda  Yaşamak gücünü bana verensin Biçare ömrümün tek çaresisin      
64,Orhan Gencebay,En Nihayet Bir İnsanız,Yalnız Değilsin,Üzülsen de kahretsen de  En nihayet bir insansın  Göz göz olsa yaraların  Bir çare bulup saransın    Söz mü kaldı söylenecek  Yar mı kaldı sevinecek  Bundan böyle aşkın adı  Masallarda bilinecek    Belki de ben son mecnun'um    Belki de sen son leyla'sın  
65,Orhan Gencebay,Eski Kavak Yelleri,Cevap Ver,Esti başımda yine  Eski kavak yelleri  Yanımda yoktun ama  Düşündüm o günleri    Düşünmeyle bitmezdi  Anı vardı her dalda  Kısmetim çok açıktı  Benimleydin her falda    Aşk oyunu oynardık  Hep bir niyet tutardık  Ben hep seni dilerdim  Bize dua ederdim    
66,Orhan Gencebay,Eyvah,Ben Topraktan Bir Canım,Bu dünyada bir kötüye  Kul olmuşsan canım diye eyvah  Akan yaşı kaderinden  Bekliyorsan siler diye eyvah    Gerçekleri yalanlardan  Ayırıp da görmediysen eyvah  Dünyanın her nimetinden  Bir payın var almadıysan eyvah    Sevgi nedir tatmadıysan  Bir ot gibi yaşadıysan  
67,Orhan Gencebay,Eyvallah,Akma Gözlerimden,"Ona eyvallah, buna eyvallah Boyun eğmekten bıktım illallah Her şeyde son durak, sanki ben miyim Eyvallah etmeye artık eyvallah  Elveda bahtımı yazan dertlere Mutluluk rüyamı bozan ellere Beni senden eden acı dillere Kıyamete kadar dedim eyvallah  İstemem namertten bir damla çare Olsam da ömrümce ben bir biçare Yalanlar dolanlar koydu bu hale Nerde bile etmem eyvallah  Eyvallah mutsuzluk verecek güne Dertle geçirdiğim düne Beni bağlayan kördüğüme Artık eyvallah, çözdüm eyvallah     "
68,Orhan Gencebay,Farkı Var (Küçüksün Yavrum),Emrin Olur,"Küçüksün yavrum bilmezsin yavrum   Dünyanın bin türli hali var   Büyürsün bir gün, görürsün o gün   Nefretin sevgiden farkı var.     Tanırsın sende, kanarsın sende   Gerçeğin yalandan farkı var   Acımak demek, duyguyu düşün   Meleğin şeytandan farkı var     Hakkındır sevmek, hakkındır gülmek   Neşenin hüzünden farkı var   Mutluluk ile mutsuzluk kardeş   Kerdeşin kardeşten farkı var     İnsanız işte, aynıyız işte   "
69,Orhan Gencebay,Farkında Mısın?,Beni Biraz Anlasaydın,Bazen şu gölüme bir ateş düşer Sen o zaman benim gibi yanıyor musun Bazen kulaklarım öyle çınlar ki Sen de beni benim gibi anıyor musun  Seviyorum seni farkında mısın Bana uzaklarda mı yakında mısın  Söyle söyle yaradan aşkına söyle Yoksa şu feleğin çarkındamısın Başka başka gönüllerin tahtında mısın  
70,Orhan Gencebay,Felekle Sohbet,Kördüğüm,"Çağırsam feleği gelse karşıma Dur derim burada dokunma bize Yıllardır aranan huzuru bulduk Bir şaka yapıp da eğlenme bizle  Senden istediğim ne bir lokma ekmek Seninki ekmek değil dert çektirmek Genç yasta mezara geri gömdürmek Şu gençlik gitmeden dokunma bize, eğlenme bizle  Ben seni ezelden kötü tanırdım Gelene geçene çatar sanırdım Anamdan doğdum sana bağırdım     "
71,Orhan Gencebay,Felekten Beter Vurdu,Benim Dertlerim,Bak arkadaş bak şu yaraya Sanma silah deydi buraya Beni dünya bu hale koydu Beni dertler bu hale koydu Gelen bir vurdu giden bin vurdu Sanki dünyada kanun buydu  İlk darbeyi felekten yedim Belki aşkta gülerim dedim Deli gibi birini sevdim Oda felekten beter vurdu  Ölmekte kalmakta bir Sevmeden yaşıyorsan Daha da beteri var Beni gör bilmek istiyorsan  
72,Orhan Gencebay,Garip,Ben Topraktan Bir Canım,Ben bir garip sen garip Aşka giden yol garip Sana gelmek istesem de Tut elimi gel benimle ol desem de  Sevdim diyen dil garip sevdam garip Sevdim diyen söz garip diller garip  Nasıl kapıldın ey gönlüm sen bu aşkın rüzgarına Ne önünü ne de beni görecek bir halin var Unuttun hep senin ile yaşayan o umutları Karanlıklarda gülmeye benzer istikbalin var  Elde değil sevip sevmemek     
73,Orhan Gencebay,Gelin Birlik Olalım,Gönül Dostu,"Gelin birlik olalım, yarın çok geç olmadan Gelin dirlik bulalım, vazgeçin öç almadan  Nefreti yok edelim, gel sende katıl bize İntikam eşkiyası, sevgiyle gelir dize  Yedi düvel elinden, kim kurtardı bu yurdu Mehmetçik değil miydi, Laz'ı, Çerkez'i, Kürdü  Hangimizin ecdadı, feda olmadı yurda Hangi bahçeden bir gül, solmadı bu uğurda  "
74,Orhan Gencebay,Gidecek Yerim Olsaydı,Gönül Dostu,"Bu kadar sıkıntı çekmezdim belki, Bu dertli günümde yarim olsaydı, Bu köhne meyhane yuvam değil ki, Bu akşam gidecek yerim olsaydı.  Titretir  tenimi baktığım resmin, Hasretin telini çınlatır sesin, Hiç kimse demezdi bak ne haldesin, Bu akşam gidecek yerim olsaydı.  Her sabah yeni bir çile sırada, Kurtulmak isterken kaldım arada, Ne işim var bilmem benim burada, Bu akşam gidecek yerim olsaydı.      "
75,Orhan Gencebay,Hangi Rüzgar,Dil Yarası,Hangi rüzgar attıysa seni benden uzağa  Elbet yollarımızı bir eder dedim  Düştüm bir tanem düştüm çile denilen ağa  Belki kurtarır diye seni bekledim seni bekledim    Sensiz kaçıncı gurbet akşamıdır bu  Bu ne yalnızlıktır ki bu ne yalnızlıktır ki  Kendim kendimi bulamadım  Güneş kızıl grupla ışıkladıkça ufku  Daldığım rüyadan doğrulamadım  Güneş kızıl grupla ışıkladıkça ufku  Daldığım rüyadan doğrulamadım doğrulamadım    Şimdi görüyorum ki deli gönlüm yıpranmış  Yıkılmış hicranınım yaşamaktan  Kader bu ızdırabı gelip geçici sanmış  Ölmek daha iyi mi kaybolmaktan kaybolmaktan   
76,Orhan Gencebay,Hasret Rüzgarı,Hasret Rüzgarı,"Hasret rüzgarı,hasret rüzgarı, Hesret kıydı aşkımın nikahı,  Kimi gün bir ümit, Kimi gün bir acı, Bir buruk teselli, hasret rüzgarı, Çılgınca esiyor, Hasret rüzgarı,  Hasret rüzgarı,hasret rüzgarı,hasret rüzgarı, Hesret kıydı aşkımın nikahı, Esti gönlüme verdi efkarı, Yine kapandı aşkımın yolları,      "
77,Orhan Gencebay,Hatasız Kul Olmaz,Hatasız Kul olmaz,"Hatasız kul olmaz, hatamla sev beni   Dermansız dert olmaz, dermana sal beni   Kaybettim kendimi, ne olur bul beni   Yoruldum halim yok, sen gel de al beni.     Feryada gücüm yok, feryatsız duy beni   Sevenlerin aşkına, ne olur sev beni   Sev beni...     Bu feryat, bu hasret öldürür aşk beni   Uzaktan olsa da, razıyım sev beni   "
78,Orhan Gencebay,Hatıralar,Ben Topraktan Bir Canım,Seni Çalıp Gitti Benden O Yıllar Adım Adım Peşimde Hatıralar Kadeh Kadeh Andım Aşkın İzlerini Sarhoş Etti Beni Hatıralar  Ne Senden Bir Haber Ne Bende Hayır Var Öldürse Yinede Bizi Istıraplar Ne Sen Mutlu Oldun Nede Ben Bu Aşktan İçimden Bir Ses Diyor Yarınlar Bir Başkaaaa  Silelim Maziyi Yeniden Doğalım Hayat Girdabında Gel Aşkı Bulalım Hani O İlk Bakış O Heyecan Varya İşte Öyle Yeniden Aşık Olalım  Yazık Kıymetini Şimdi anlıyorum Geçen Her Gün Bir Kayıp Yanıyorum Unutmak İsterken Şimdi Arıyorum Sanki Bu Ömrü Senle Yaşıyorum   
79,Orhan Gencebay,Hayat Devam Ediyor,Hayat Devam Ediyor,Üzülme kahretme kaybettin onu diye Kendini yok etme artık yok diye Yazıktır canına ömrüne yazık Hediye tanrıdan bu can hediye  Baksana yaşamak tüm güzelliğiyle devam ediyor Herşeye ağlamak insana ömrü haram ediyor Üzülme kahretme ağlama Hayat devam ediyor  Çıkmaz bir sokağa giripte kalsanda Pişmanlık duyduğun bir hata yapsanda Ümitler bizimdir çareler bizim Gönülden çok derin yaralar alsanda  Baksana yaşamak tüm güzelliğiyle devam ediyor Herşeye ağlamak insana ömrü haram ediyor Üzülme kahretme ağlama Hayat devam ediyor   
80,Orhan Gencebay,Hayat Devam Ediyor (düet Sibel Can),Hayat devam ediyor,"Üzülme kahretme kaybettim onu diye Kendini yok etme artık yok diye Yazıktır canına ömrüne yazık Hediye tanrıdan bu can hediye Yazıktır ömrüne canına yazık Hediye tanrıdan bu can hediye  Baksana yaşamak tüm güzelliğiyle devam ediyor Herşeye ağlamak insana ömrü haram ediyor  Üzülme,kahretme,ağlama Hayat devam ediyor..      "
81,Orhan Gencebay,Hayat Kavgası,Batsın Bu Dünya,Bir uçurum oldu hayat  Dokunsan düşecekmiş gibiyim  Gel de kurtar beni benden  Sanki ölecekmiş gibiyim  Sardı kollarımı dert çemberi  Kader tuzağına düşmüş gibiyim    Bir yanda hayat kavgası var  Bir yanda aşkın ıstırabı  Tek başıma nasıl yaşarım ben  Dindirecek sensin bu azabı  Gel beraber çıkalım bu yollara  Yalnız çekilmiyor dünyanın kahrı    Gülmek mi zor ağlamak mı  Yoksa ıstıraptan zevk almak mı  Ölmek desen kolay değil  Bilmem benimkisi yasamak mı  Bir ömürlük gözyaşı döktüm her gün  Hayat acı çekip ağlamak mı   
82,Orhan Gencebay,Hayatım Değişti,Hayat Devam Ediyor,Gözlerimden anla sevgilim Ben seni çok seviyorum Canımdan bir parça gibi Gerçek aşkı yaşıyorum  Bitmeyen sevgiyi tattım seninle Gönlümün dertlerini yaktım seninle Mutluluğu sen verdin bana sevgilim Hayatım değişti bak seninle  Seni birgün görmesem bile  İnanki çok özlüyorum Mutluluğun kollarında Gerçek aşkı taşıyorum    Bitmeyen sevgiyi tattım seninle Gönlümün dertlerini yaktım seninle Mutluluğu sen verdin bana sevgilim Hayatım değişti bak seninle   
83,Orhan Gencebay,Hem Çare Hemde Dertsin,Beni Biraz Anlasaydın,"Hem çare hemde dertsin,sen hem bensin,hem sensin, İsterim kaderimiz,hiç değişmesin, Ağlamak,inlemek yok artık bundan sonra, Gözlerin her zaman gülsün gönlün sevinsin,  Her damla mutluluk sanki o yıllara, Gönlümün isyanının başkaldırışıdır, Her damla gözyaşı sanki o feleğe, Gönlümün isyanının başkaldırışıdır,  Akan gözyaşlarım ızdıraptan değil, Sevinç gözyaşlarıdır,  Hayat yaşanınca seven sevilince, Kıymet bilinince, dünya ne güzel, Ömrüm senin olsun,aşkım canın olsun, Dünya bizim olsun, sevmek ne güzel,  "
84,Orhan Gencebay,Hep Böyle Kal,Ya Evde Yoksan,"Bugün çok güzelsin bugün bir başkasın  Dilerim tanrımdan hep öyle kal  Bugün gülmenin de bugün sevmenin de  Bambaşka bir anlamı var    Dünya ellerinde dünya gözlerinde  Bizde yaşlanmamış arzular var  Bırak yaşayalım bırak zevk alalım  Nasılsa oldu olanlar    Yaşamak hem de seninle  Gör de bak her şey bizimle  Gelecek günlerimize  Orda ol ol benimle    Senin mi ?    eval(ez_write_tag([[300,250],'alternatifim_com-box-4','ezslot_3']));  [ reklamı gizle   hide ads ]O kor gibi yanan dudaklar  Senin mi ?  O pespembe mahcup yanaklar  Senin mi ?  Aşka davet eden çılgın bakışlar  Sevgilim yoksa benim mi    Diller seni söyler düşler senle dolu  İsterim ki yalnız benimle kal  Sende dayanılmaz sözler  Anlatılmaz tarifsiz bir duygu galiba    Rabbin bildiğini senden saklayamam  Dilediğin ne varsa bende var  Bırak tat alalım bırak yaşayalım  Nasılsa oldu olanlar   "
85,Orhan Gencebay,Hep O Yerdesin,Sende Haklısın,Bilemezsin bilemezsin Nerdeyim nerdesin Sen hala dünkü gibi Hala öbür gün gibi Hep aynı o yerdesin  Değiş sevgilim değiş İyi değil bu gidiş Eller gidiyor aya Biz sonunda kaldık yaya Sen hep aynı yerdesin  Her şeye küsmüş gibi  Herkese kızmış gibi Boşlukta kalmış gibisin Her şeyden bıkmış gibi Herkesten çekmiş gibi Kendine kızgın birisin  Değiş bu kafayı değiş Ayı yerde kalma geliş Değiştir bu düşünceyi Aynı yerde kalma geliş     
86,Orhan Gencebay,Her Cefa Beni Buldu,Musalla Taşı,Aşk deryasından bir yudum su ver  Belki derdimi şifa olur  Vefa görmedim dünyadan  Belki yardan vefa olur   Her cefa beni buldu yazık ömrüme  Boşa geçiyor ömrüm aşk bana haram oldu   Aşkın gülse de benim yüzüme  Gülmüyor artık bu gönlüm  Dünyadan zevk almadan  Geldi geçti bu ömrüm   
87,Orhan Gencebay,Her Günüm Gamlı geçer,Benim Dertlerim,Her günüm gamlı geçer Bu gönlümün elinden Ne fayda vardır bilmeme Bana elin gülünden  Gönlümün yaralı bir kus Tutuldu bir güzele Kalbim titreyip durur Sanki dönmüş gazele  Kırma garip gönlümü Dönmüşüm divaneye Sanki yıkılmış gönlüm Benziyor viraneye    
88,Orhan Gencebay,Hergün Başka Başka,,Hergün başka başka aşkın kollarında gezersin Her gönül sanki meyhane sarhoş olup içersin  Her güzele Leyla deyip Mecnun olmak istersin Senden mecnun olmaz dostum sen felekten betersin Senden mecnun olmaz dostum Mecnun'dan ne istersin  Herkesin bir dünyası var gün görmedik hülyası var Yıkma gönül dünyasını sevenin bedduası var Kırma gönül dünyasını garibinin bedduası var  Her güzele mavi boncuk vermek hüner mi dersin Sen de bir mavi buncuğa kurban olup gidersin Sen de bir gün bir boncuğa kurban olup gidersin   
89,Orhan Gencebay,Hey Yabancı,,"Hey yabancı, biz seninle bir ömrü paylaşmıştık Hey yabancı, unuttum ben nerede tanışmıştık Bölük pörçük anılalar hatırlıyorum Biz galiba delice bir aşk yaşamıştık Aşk yaşamıştık Seviyorum seni diyen o gönül nerede Belki başka bir aşk için giriyor derde Aşk bir oyun hayat sahne bizler oyuncu Oynadık biz rolümüzü kapandı perde Hey yabancı hey yabancı sen mutlu ol sen Belki bende umutlanırım dua edersen Dua edersen     "
90,Orhan Gencebay,Hor Görme Garibi,Musalla Taşı,Nerde boynu bükük bir garip görsen Hor görme kim bilir ne derdi vardır O garip halinde ne sırlar gizli Onu bu hallere bir koyan vardır Belki benim gibi sevdiği vardır  Ümitsiz bir aşkın garibi oldum Aradım hatayı kendimde buldum Ne söylesem gönül dinlemez Deli gibi seven yine ben oldum Ne söylesem gönül dinlemez Delice seven yine ben oldum 
91,Orhan Gencebay,Hüzün,,Dünya gözlerinde ağlıyor gibi Her damla aşkımızı bağlıyor gibi Dünya gözlerinde ağlıyor gibi Her damla aşkımıza bir dua gibi  Kaderim bile seni benden çok sevdi Derdinde mutluluk var aşk seni bana verdi Yarınlar bak ufukta aşkımıza gel gel diyor Kucak açmış hep ümitler bizi bekliyor  Bitti artık ızdırabım Gönlüm buldu mutluluğu Bir dünya ki benim dünyam   
92,Orhan Gencebay,İç Benim İçin,Ya Evde Yoksan,"Kapını çalarsa mazinin eli, Ne olur bir şişe aç benim için, Ben hiç ayılmadım gittin gideli, Sende birkaç kadeh iç benim için,  Bir gece veda et tatlı uykuna, Girdiğin günahı sarhoşken kına, Yarıda bırakma Allah aşkına, Bu gece kendinden geç benim için,  Nasıl bir yanlışa ben adım attım, Nasıl bu günahın zehrini tattım, "
93,Orhan Gencebay,İdam Mahkumu,Yürekten Olsun,"Dertleri dermanla verensin tanrım Bir zalim kulunu çok seviyorum Aşk denen bu derdin dermanı var ise İdama mahkumu af bekliyorum  Gönlüm neler neler çekmişti amma Benden beter var mı bilemiyorum Korkum var yürekten aşkımdan da büyük Korkumdan bir türlü gülemiyorum,gülemiyorum  Özür dilemekse ben diliyorum Cezama sensizlik verme diyorum Aşkına sevgine ihtiyacım var "
94,Orhan Gencebay,İdeal Aşk,İdeal Aşk,Gönül var doymaz gönül var sevmez Gönül sever de söyleyemez Gönül bir dünya gönül çok zengin Satın alınmaz zorlanamaz  Benimki senle doludur gülüm Kimse yerini dolduramaz Benimki senle doludur gülüm Kimse yerine göz dikemez (Kimse eline su dökemez)  
95,Orhan Gencebay,İki Elin Kanda Olsa,Sende Haklısın,"Kimseleri görmedi, kördü deseler Aklını seninle bozdu deseler Hep seninle yaşadı öldü deseler İnanma sevdiğim inan az olur  İki elin kanda olsa da gel Ecel bize pusu kursa da gel Korkma Tanrım sevenleri korur Sevenlerin dualarıyla gel  Tarif etmek imkansız sen de olanı Bir Allah bir de sen bir ben bilirim Günün her saatinde aşk vaktinde Gecenin her anında aşk vaktinde Çağırsan koşarak sana gelirim Her şeyi bırakır sana gelirim   "
96,Orhan Gencebay,İkimizden Bir Kalmadı,Beni Biraz Anlasaydın,Şu yüzüne çıktı her şey Kutsal olan sır kalmadı Öyle yıktı bu aşk bizi İkimizden bir kalmadı  Bak şimdi ikimiz de paramparça Bak şimdi ikimiz de kırık dökük Nasıl da acılara boyun büktük İkimizden bir kalmadı  Anılar hep ağlar durur Pişmanlıklar hep böyle olur Nerede o büyük gurur İkimizden bir kalmadı  Bak simdi ikimiz de paramparça Bak simdi ikimiz de kırık dökük Nasıl da acılara boyun büktük İkimizden bir kalmadı   
97,Orhan Gencebay,İlah Gözlerin,Sende Haklısın,"Medet bekliyorum vurduğun yerden, Oralı olmuyor, silah gözlerin, Gönlümü dağlıyor, vurduğu yerden, Kanıma susamış silah gözlerin.  Her yalan sözüne iftira ekler, Sayısız suçunu sırtıma yükler, Cennetti müjdeler, ibadet bekler, Şeytanın taptığı ilah gözlerin.  Feryadım asılsız, rivayet değil, Laf değil, söz değil, rivayet değil, Yetim hakkı değil, cinayet değil, Korktuğum en büyük günah gözlerin  Her yalan sözüne iftira ekler, Sayısız suçunu sırtıma yükler, Cennetti müjdeler, ibadet bekler, Şeytanın taptığı ilah gözlerin.   "
